,isin,nse_symbol,nse_series,bse_sc_code,SC_NAME,bse_sc_group,bse_sc_type,yf_nse_symbol
813,INE915B01019,INDSWFTLAB,EQ,532305,IND-SWIFT LA,B,Q,NOT_FOUND_ERROR
814,INE611L01021,INDTERRAIN,BE,533329,IND TERRAIN,T,Q,NOT_FOUND_ERROR
815,INE095A01012,INDUSINDBK,EQ,532187,INDUSIND BNK,A,Q,NOT_FOUND_ERROR
816,INE121J01017,INDUSTOWER,EQ,534816,INDUSTOWER,A,Q,NOT_FOUND_ERROR
817,INE189B01011,INEOSSTYRO,EQ,506222,INEOSSTYRO,B,Q,NOT_FOUND_ERROR
818,INE483S01020,INFIBEAM,EQ,539807,INFIBEAM,A,Q,NOT_FOUND_ERROR
819,INE344S01016,INFOBEAN,EQ,,,,,NOT_FOUND_ERROR
820,INE669A01022,INFOMEDIA,BE,509069,INFOMEDIA,T,Q,NOT_FOUND_ERROR
821,INF732E01268,INFRABEES,EQ,543255,INFRABEES,B,Q,NOT_FOUND_ERROR
822,INE009A01021,INFY,EQ,500209,INFOSYS LTD,A,Q,NOT_FOUND_ERROR
823,INE177A01018,INGERRAND,EQ,500210,INGERSOLL,A,Q,NOT_FOUND_ERROR
824,INE403Y01018,INNOVANA,SM,,,,,NOT_FOUND_ERROR
825,INE312H01016,INOXLEISUR,EQ,532706,INOX LEISURE,A,Q,INOXLEISUR.NS
826,INE066P01011,INOXWIND,EQ,539083,INOXWIND,B,Q,INOXWIND.NS
827,INE070I01018,INSECTICID,EQ,532851,INSECTCID,A,Q,NOT_FOUND_ERROR
828,INE020G01017,INSPIRISYS,EQ,532774,INSPIRISYS,B,Q,NOT_FOUND_ERROR
829,INE306R01017,INTELLECT,EQ,538835,INTELLECT,A,Q,INTELLECT.NS
830,INE781A01025,INTENTECH,EQ,532326,INTENS TECH,B,Q,INTENTECH.NS
831,INE878H01016,INVENTURE,EQ,533506,INVENTURE,B,Q,INVENTURE.NS
832,INE565A01014,IOB,EQ,532388,INDIAN OVER.,A,Q,NOT_FOUND_ERROR
833,INE242A01010,IOC,EQ,530965,INDIAN OIL,A,Q,NOT_FOUND_ERROR
834,INE485C01011,IOLCP,EQ,524164,IOL CHEM PH,A,Q,NOT_FOUND_ERROR
835,INE571A01020,IPCALAB,EQ,524494,IPCA LAB LTD,A,Q,IPCALAB.NS
836,INE821I01014,IRB,EQ,532947,IRB INFRA,A,Q,NOT_FOUND_ERROR
837,INE183W23014,IRBINVIT,IV,540526,IRBINVIT,IF,Q,NOT_FOUND_ERROR
838,INE962Y01021,IRCON,EQ,541956,IRCON,A,Q,IRCON.NS
839,INE335Y01012,IRCTC,EQ,542830,IRCTC,A,Q,NOT_FOUND_ERROR
840,INE202E07120,IREDA,N2,961833,855IREDA29,F,B,NOT_FOUND_ERROR
841,INE202E07138,IREDA,N5,961839,880IREDA29,F,B,NOT_FOUND_ERROR
842,INE053F01010,IRFC,EQ,543257,IRFC,B,Q,NOT_FOUND_ERROR
843,INE053F07520,IRFC,N1,,,,,NOT_FOUND_ERROR
844,INE053F07579,IRFC,N4,,,,,NOT_FOUND_ERROR
845,INE053F07587,IRFC,N5,961757,688IRFC2023,F,B,NOT_FOUND_ERROR
846,INE053F07728,IRFC,NC,,,,,NOT_FOUND_ERROR
847,INE053F07736,IRFC,ND,,,,,NOT_FOUND_ERROR
848,INE053F07744,IRFC,NE,961885,888IRFC29,F,B,NOT_FOUND_ERROR
849,INE053F07827,IRFC,NI,,,,,NOT_FOUND_ERROR
850,INE053F07843,IRFC,NK,,,,,NOT_FOUND_ERROR
851,INE053F07900,IRFC,NO,,,,,NOT_FOUND_ERROR
852,INE01GN01017,IRISDOREME,EQ,,,,,NOT_FOUND_ERROR
853,INE763G01038,ISEC,EQ,541179,ISEC,A,Q,NOT_FOUND_ERROR
854,INE566K01011,ISFT,EQ,533181,INTRASOFT,B,Q,ISFT.NS
855,INE732F01019,ISMTLTD,EQ,532479,ISMT LTD,B,Q,NOT_FOUND_ERROR
856,INE154A01025,ITC,EQ,500875,ITC LTD.,A,Q,NOT_FOUND_ERROR
857,INE353K01014,ITDC,EQ,532189,INDIA TOURIS,A,Q,NOT_FOUND_ERROR
858,INE686A01026,ITDCEM,EQ,509496,ITDCEM,A,Q,NOT_FOUND_ERROR
859,INE248A01017,ITI,EQ,523610,ITI LTD.,A,Q,NOT_FOUND_ERROR
860,INE050B01023,IVC,EQ,511208,IL & FS INVE,B,Q,IVC.NS
861,INE043C01018,IVP,BE,507580,IVP LIMITED,T,Q,IVP.NS
862,INF205K01361,IVZINGOLD,EQ,533172,IVZINGOLD,E,Q,NOT_FOUND_ERROR
863,INF205K01DA9,IVZINNIFTY,EQ,,,,,NOT_FOUND_ERROR
864,INE848A01014,IZMO,EQ,532341,IZMO,B,Q,NOT_FOUND_ERROR
865,INE168A01041,J&KBANK,EQ,532209,J & K BANK,A,Q,NOT_FOUND_ERROR
866,INE199G01027,JAGRAN,EQ,532705,JAGRAN PRAK,A,Q,NOT_FOUND_ERROR
867,INE048B01027,JAGSNPHARM,EQ,507789,JAGSON PHAR,B,Q,JAGSNPHARM.NS
868,INE091G01018,JAIBALAJI,BE,532976,JAIBALA IND,T,Q,NOT_FOUND_ERROR
869,INE070D01027,JAICORPLTD,EQ,512237,JAI CORP LTD,A,Q,NOT_FOUND_ERROR
870,INE486B01011,JAINSTUDIO,BZ,532033,JAIN STUDIOS,Z,Q,JAINSTUDIO.NS
871,INE039C01032,JAMNAAUTO,EQ,520051,JAMNA AUTO,A,Q,JAMNAAUTO.NS
872,INE039O01011,JASH,EQ,,,,,NOT_FOUND_ERROR
873,INE785A01026,JAYAGROGN,EQ,524330,JAYANT AGRO,B,Q,NOT_FOUND_ERROR
874,INE571B01028,JAYBARMARU,EQ,520066,JAYBH.MARUTI,B,Q,NOT_FOUND_ERROR
875,INE854B01010,JAYNECOIND,EQ,522285,JAY NECO IND,B,Q,JAYNECOIND.NS
876,INE364A01020,JAYSREETEA,EQ,509715,JAYSHRE TEA,B,Q,JAYSREETEA.NS
877,INE572A01028,JBCHEPHARM,EQ,506943,J.B.CHEMICAL,A,Q,NOT_FOUND_ERROR
878,INE187A01017,JBFIND,EQ,514034,JBF IND.LTD,B,Q,NOT_FOUND_ERROR
879,INE927D01028,JBMA,EQ,532605,JBM AUTO,B,Q,NOT_FOUND_ERROR
880,INE782A01015,JCHAC,EQ,523398,JCHAC,A,Q,NOT_FOUND_ERROR
881,INE802G01018,JETAIRWAYS,BZ,532617,JETAIRWAYS,Z,Q,NOT_FOUND_ERROR
882,INE544H01014,JHS,BE,532771,JHS SVEN,T,Q,NOT_FOUND_ERROR
883,INE026B01049,JIKIND,BE,,,,,NOT_FOUND_ERROR
884,INE796G01012,JINDALPHOT,BE,532624,JINDALPH,T,Q,NOT_FOUND_ERROR
885,INE197D01010,JINDALPOLY,EQ,500227,JINDAL POLYF,A,Q,JINDALPOLY.NS
886,INE324A01024,JINDALSAW,EQ,500378,JINDAL SAW,A,Q,NOT_FOUND_ERROR
887,INE749A01030,JINDALSTEL,EQ,532286,JINDAL STE,A,Q,NOT_FOUND_ERROR
888,INE742C01031,JINDRILL,EQ,511034,JINDAL DRILL,B,Q,NOT_FOUND_ERROR
889,INE247D01039,JINDWORLD,EQ,531543,JINDAL WORLD,B,Q,JINDWORLD.NS
890,IN9175A01010,JISLDVREQS,BE,570004,JISLBNDVR,T,Q,NOT_FOUND_ERROR
891,INE175A01038,JISLJALEQS,EQ,500219,JAIN IRRIG,A,Q,NOT_FOUND_ERROR
892,INE863T01013,JITFINFRA,BE,540311,JITFINFRA,T,Q,JITFINFRA.NS
893,INE023S01016,JIYAECO,BE,539225,JIYAECO,XT,Q,NOT_FOUND_ERROR
894,INE823G01014,JKCEMENT,EQ,532644,JK CEMENT,A,Q,NOT_FOUND_ERROR
895,INE576I01022,JKIL,EQ,532940,J KUMAR INFR,A,Q,NOT_FOUND_ERROR
896,INE786A01032,JKLAKSHMI,EQ,500380,JK LAKSHMI,A,Q,JKLAKSHMI.NS
897,INE789E01012,JKPAPER,EQ,532162,JK PAPER,A,Q,NOT_FOUND_ERROR
898,INE573A01042,JKTYRE,EQ,530007,JK TYRE IND,A,Q,NOT_FOUND_ERROR
899,INE412C01023,JMA,EQ,,,,,NOT_FOUND_ERROR
900,INE890A01024,JMCPROJECT,EQ,522263,JMC PROJECTS,A,Q,NOT_FOUND_ERROR
901,INE780C01023,JMFINANCIL,EQ,523405,JM FINANCIAL,A,Q,NOT_FOUND_ERROR
902,INE988E01036,JMTAUTOLTD,BE,513691,JMT AUTO LTD,T,Q,JMTAUTOLTD.NS
903,INE839G01010,JOCIL,EQ,,,,,NOT_FOUND_ERROR
904,INE455F01025,JPASSOCIAT,EQ,532532,JAIPRA,A,Q,NOT_FOUND_ERROR
905,INE099J01015,JPINFRATEC,EQ,533207,JPINFRATEC,B,Q,NOT_FOUND_ERROR
906,INE351F01018,JPPOWER,EQ,532627,JPPOWER,B,Q,NOT_FOUND_ERROR
907,INE220G01021,JSL,EQ,532508,JSL,A,Q,NOT_FOUND_ERROR
908,INE455T01018,JSLHISAR,EQ,539597,JSLHISAR,A,Q,NOT_FOUND_ERROR
909,INE121E01018,JSWENERGY,EQ,533148,JSW ENERGY,A,Q,NOT_FOUND_ERROR
910,INE824G01012,JSWHL,EQ,532642,JSWHL,A,Q,NOT_FOUND_ERROR
911,INE743C01021,JSWISPL,EQ,513446,JSWISPL,B,Q,NOT_FOUND_ERROR
912,INE019A01038,JSWSTEEL,EQ,500228,JSWSL,A,Q,JSWSTEEL.NS
913,INE643A01035,JTEKTINDIA,EQ,520057,JTEKTINDIA,A,Q,NOT_FOUND_ERROR
914,INE797F01012,JUBLFOOD,EQ,533155,JUBL FOOD,A,Q,NOT_FOUND_ERROR
915,INE645L01011,JUBLINDS,EQ,533320,JUBILNT IND,B,Q,JUBLINDS.NS
916,INE0BY001018,JUBLINGREA,BE,543271,JUBLINGREA,T,Q,JUBLINGREA.NS
917,INE700A01033,JUBLPHARMA,EQ,530019,JUBLPHARMA,A,Q,NOT_FOUND_ERROR
918,INE974C01022,JUMPNET,EQ,531337,JUMPNET,B,Q,NOT_FOUND_ERROR
919,INF732E01045,JUNIORBEES,EQ,590104,JUNIORBEES,B,Q,NOT_FOUND_ERROR
920,INE599M01018,JUSTDIAL,EQ,535648,JUSTDIAL,A,Q,JUSTDIAL.NS
921,INE668F01031,JYOTHYLAB,EQ,532926,JYOTHYLAB,A,Q,NOT_FOUND_ERROR
922,INE197A01024,JYOTISTRUC,BZ,513250,JYOTI STRUCT,Z,Q,NOT_FOUND_ERROR
923,INE900B01029,KABRAEXTRU,EQ,524109,KABRA EXTR,B,Q,KABRAEXTRU.NS
924,INE217B01036,KAJARIACER,EQ,500233,KAJARIA CER.,A,Q,KAJARIACER.NS
925,INE437B01014,KAKATCEM,EQ,500234,KAKATIYA CEM,B,Q,NOT_FOUND_ERROR
926,INE220B01022,KALPATPOWR,EQ,522287,KALPA.POWER,A,Q,NOT_FOUND_ERROR
927,INE314G01014,KALYANIFRG,BE,513509,KALYANI FORG,T,Q,KALYANIFRG.NS
928,INE303R01014,KALYANKJIL,EQ,543278,KALYANKJIL,B,Q,NOT_FOUND_ERROR
929,INE967C01018,KAMATHOTEL,EQ,526668,KAMAT HOTELS,B,Q,NOT_FOUND_ERROR
930,INE390H01012,KAMDHENU,EQ,532741,KAMDHENU,B,Q,NOT_FOUND_ERROR
931,INE879E01037,KANANIIND,EQ,506184,KANANI IND,B,Q,NOT_FOUND_ERROR
932,INE138C01024,KANORICHEM,BE,506525,KANORIA CHEM,T,Q,KANORICHEM.NS
933,INE694E01014,KANPRPLA,EQ,507779,KANPUR PLAST,B,Q,NOT_FOUND_ERROR
934,INE531A01024,KANSAINER,EQ,500165,KANSAI NERO,A,Q,KANSAINER.NS
935,INE542Z01010,KAPSTON,BE,,,,,NOT_FOUND_ERROR
936,INE278R01026,KARDA,EQ,541161,KARDA,B,Q,NOT_FOUND_ERROR
937,INE725L01011,KARMAENG,BE,533451,KARMA ENERG,T,Q,KARMAENG.NS
938,INE036D01028,KARURVYSYA,EQ,590003,KARUR VY(PS,B,Q,KARURVYSYA.NS
939,INE234I01010,KAUSHALYA,EQ,532925,KAUSHAL INFR,B,Q,KAUSHALYA.NS
940,INE587G01015,KAYA,EQ,539276,KAYA,B,Q,NOT_FOUND_ERROR
941,INE805C01028,KCP,EQ,590066,KCP LTD,B,Q,NOT_FOUND_ERROR
942,INE790B01024,KCPSUGIND,EQ,533192,KCP SUGAR IN,B,Q,KCPSUGIND.NS
943,INE291D01011,KDDL,EQ,532054,KDDL LTD,B,Q,KDDL.NS
944,INE389H01022,KEC,EQ,532714,KEC INTERN,A,Q,KEC.NS
945,INE134B01017,KECL,EQ,533193,KIRLOSKAR EL,B,Q,KECL.NS
946,INE586X01012,KEERTI,EQ,,,,,NOT_FOUND_ERROR
947,INE878B01027,KEI,EQ,517569,KEI INDUST.,A,Q,KEI.NS
948,INE164B01022,KELLTONTEC,EQ,519602,KELLTONTEC,B,Q,NOT_FOUND_ERROR
949,INE717A01029,KENNAMET,EQ,505890,KENNAMETAL,A,Q,NOT_FOUND_ERROR
950,INE202H01019,KERNEX,BE,532686,KERNEX MICRO,T,Q,KERNEX.NS
951,INE087A01019,KESORAMIND,EQ,502937,KESORAM IND,B,Q,KESORAMIND.NS
952,INE681C01015,KEYFINSERV,EQ,512597,KEYFINSER,B,Q,NOT_FOUND_ERROR
953,INE299C01024,KGL,BZ,531687,KARUTURI GLO,Z,Q,NOT_FOUND_ERROR
954,INE834I01025,KHADIM,EQ,540775,KHADIM,B,Q,NOT_FOUND_ERROR
955,INE745B01028,KHAICHEM,EQ,507794,KHAITAN CHEM,B,Q,NOT_FOUND_ERROR
956,INE060B01014,KHANDSE,EQ,531892,KHANDWALA SE,B,Q,NOT_FOUND_ERROR
957,INE029L01018,KICL,EQ,533302,KALYANI INV,B,Q,KICL.NS
958,INE729D01010,KILITCH,EQ,524500,KILITCH DRUG,B,Q,NOT_FOUND_ERROR
959,INE473D01015,KINGFA,EQ,524019,KINGFA,B,Q,NOT_FOUND_ERROR
960,INE880L01014,KIOCL,EQ,540680,KIOCL,B,Q,NOT_FOUND_ERROR
961,INE415I01015,KIRIINDUS,EQ,532967,KIRI DYES,A,Q,KIRIINDUS.NS
962,INE884B01025,KIRLFER,EQ,500245,KIRL.FERROUS,B,Q,NOT_FOUND_ERROR
963,INE732A01036,KIRLOSBROS,EQ,500241,KIRL.BROS.,B,Q,KIRLOSBROS.NS
964,INE146L01010,KIRLOSENG,EQ,533293,KIRLOIL ENG,A,Q,NOT_FOUND_ERROR
965,INE250A01039,KIRLOSIND,EQ,500243,KIRL INDUS,B,Q,NOT_FOUND_ERROR
966,INE602G01020,KITEX,EQ,521248,KITEX GARMEN,A,Q,KITEX.NS
967,INE401H01017,KKCL,EQ,532732,KEWAL KIRAN,B,Q,NOT_FOUND_ERROR
968,INE157H01023,KMSUGAR,EQ,532673,KM SUGARMILL,B,Q,NOT_FOUND_ERROR
969,INE634I01029,KNRCON,EQ,532942,KNR CONST,A,Q,KNRCON.NS
970,INE760A01029,KOKUYOCMLN,EQ,523207,KOKUYOCMLN,B,Q,NOT_FOUND_ERROR
971,INE094I01018,KOLTEPATIL,EQ,532924,KOLTEPATIL,A,Q,KOLTEPATIL.NS
972,INE082A01010,KOPRAN,EQ,524280,KOPRAN LTD.,B,Q,NOT_FOUND_ERROR
973,INE237A01028,KOTAKBANK,EQ,500247,KOTAK MAH.BK,A,Q,KOTAKBANK.NS
974,INF174K01F59,KOTAKBKETF,EQ,,,,,NOT_FOUND_ERROR
975,INF373I01049,KOTAKGOLD,EQ,590097,KOTAKGOLDETF,E,Q,NOT_FOUND_ERROR
976,INF174KA1GC5,KOTAKIT,EQ,,,,,NOT_FOUND_ERROR
977,INF174K014P6,KOTAKNIFTY,EQ,537708,KOTAKNIFTY,B,Q,NOT_FOUND_ERROR
978,INF174K01Z71,KOTAKNV20,EQ,,,,,NOT_FOUND_ERROR
979,INF373I01023,KOTAKPSUBK,EQ,590107,KOTAK PSU BK,B,Q,NOT_FOUND_ERROR
980,INE419A01022,KOTARISUG,EQ,,,,,NOT_FOUND_ERROR
981,INE720A01015,KOTHARIPET,EQ,,,,,NOT_FOUND_ERROR
982,INE823A01017,KOTHARIPRO,EQ,530299,KOTHARI PROD,B,Q,NOT_FOUND_ERROR
983,INE04I401011,KPITTECH,EQ,542651,KPITTECH,A,Q,NOT_FOUND_ERROR
984,INE930H01023,KPRMILL,EQ,532889,K.P.R. MILL,A,Q,NOT_FOUND_ERROR
985,INE001B01026,KRBL,EQ,530813,KRBL LTD.,A,Q,KRBL.NS
986,INE268B01013,KREBSBIO,EQ,524518,KREBS BIOCHM,B,Q,NOT_FOUND_ERROR
987,INE524L01026,KRIDHANINF,EQ,533482,KRIINFRA,B,Q,NOT_FOUND_ERROR
988,INE506W01012,KRISHANA,EQ,,,,,NOT_FOUND_ERROR
989,INE999A01015,KSB,EQ,500249,KSB,A,Q,NOT_FOUND_ERROR
990,INE455I01029,KSCL,EQ,532899,KAVERI SEED,A,Q,KSCL.NS
991,INE907A01026,KSL,EQ,500235,KALYANI STEL,A,Q,NOT_FOUND_ERROR
992,INE0D6I01015,KSOLVES,SM,,,,,NOT_FOUND_ERROR
993,INE614B01018,KTKBANK,EQ,532652,KARNATAKA BK,A,Q,NOT_FOUND_ERROR
994,INE529I01021,KUANTUM,EQ,532937,KUANTUM,B,Q,NOT_FOUND_ERROR
995,INE498L01015,L&TFH,EQ,533519,LNT FH,A,Q,L&TFH.NS
996,INE027E07881,L&TFINANCE,N7,,,,,NOT_FOUND_ERROR
997,INE027E07899,L&TFINANCE,N8,936512,91LTFL22,F,D,NOT_FOUND_ERROR
998,INE027E07931,L&TFINANCE,NC,936520,925LTFL24,F,D,NOT_FOUND_ERROR
999,INE027E07998,L&TFINANCE,NI,936532,898LTFL29,F,D,NOT_FOUND_ERROR
1000,INE027E07AW8,L&TFINANCE,Y3,,,,,NOT_FOUND_ERROR
1001,INE027E07AY4,L&TFINANCE,Y5,937009,86LTFL24,F,D,NOT_FOUND_ERROR
1002,INE027E07BA2,L&TFINANCE,Y7,937013,829LTFL24,F,D,NOT_FOUND_ERROR
1003,INE027E07BC8,L&TFINANCE,Y9,937017,865LTFL26,F,D,NOT_FOUND_ERROR
1004,INE548Z01017,LAGNAM,SM,,,,,NOT_FOUND_ERROR
1005,INE651C01018,LAKPRE,BZ,506079,LAKSHMI PREC,Z,Q,LAKPRE.NS
1006,INE600L01024,LALPATHLAB,EQ,539524,LALPATHLAB,A,Q,NOT_FOUND_ERROR
1007,INE112F01022,LAMBODHARA,EQ,590075,LAMBODHARA T,B,Q,NOT_FOUND_ERROR
1008,INE059D01020,LAOPALA,EQ,526947,LA-OPALA RG,A,Q,NOT_FOUND_ERROR
1009,INE670X01014,LASA,EQ,540702,LASA,B,Q,NOT_FOUND_ERROR
1010,INE262Z01015,LATTEYS,SM,,,,,NOT_FOUND_ERROR
1011,INE947Q01028,LAURUSLABS,EQ,540222,LAURUSLABS,A,Q,LAURUSLABS.NS
1012,INE269B01029,LAXMIMACH,EQ,500252,LAXMIMACH,A,Q,NOT_FOUND_ERROR
1013,INE938A01021,LCCINFOTEC,BE,532019,LCC INFOTECH,T,Q,NOT_FOUND_ERROR
1014,INE970X01018,LEMONTREE,EQ,541233,LEMONTREE,A,Q,LEMONTREE.NS
1015,INE850E01012,LFIC,EQ,,,,,NOT_FOUND_ERROR
1016,INE337A01034,LGBBROSLTD,EQ,500250,L.G.BALKRISH,A,Q,NOT_FOUND_ERROR
1017,INE201J01017,LGBFORGE,BE,533007,LGB FORGE,T,Q,LGBFORGE.NS
1018,INE908V01012,LIBAS,BE,,,,,NOT_FOUND_ERROR
1019,INE557B01019,LIBERTSHOE,EQ,526596,LIBERTY SHOE,B,Q,LIBERTSHOE.NS
1020,INE115A01026,LICHSGFIN,EQ,500253,LIC HOUS.FIN,A,Q,NOT_FOUND_ERROR
1021,INF767K01MV5,LICNETFGSC,EQ,,,,,NOT_FOUND_ERROR
1022,INF767K01OS7,LICNETFN50,EQ,539480,LICNETFN50,B,Q,NOT_FOUND_ERROR
1023,INF767K01OT5,LICNETFSEN,EQ,539487,LICNETFSEN,B,Q,NOT_FOUND_ERROR
1024,INF767K01PC8,LICNFNHGP,EQ,539784,LICNFNHGP,B,Q,NOT_FOUND_ERROR
1025,INE060901019,LIKHITHA,EQ,543240,LIKHITHA,B,Q,NOT_FOUND_ERROR
1026,INE405C01035,LINCOLN,EQ,531633,LINCOLN PHAR,A,Q,NOT_FOUND_ERROR
1027,INE802B01019,LINCPEN,EQ,531241,LINC PEN &PL,B,Q,NOT_FOUND_ERROR
1028,INE473A01011,LINDEINDIA,EQ,523457,LINDEINDIA,A,Q,NOT_FOUND_ERROR
1029,INF732E01037,LIQUIDBEES,EQ,590096,LIQUIDBEES,F,Q,NOT_FOUND_ERROR
1030,INF740KA1EU7,LIQUIDETF,EQ,541097,LIQUIDETF,F,Q,NOT_FOUND_ERROR
1031,INE397H01017,LOKESHMACH,BE,532740,LOKESH MACH,T,Q,LOKESHMACH.NS
1032,INE947I01017,LOTUSEYE,EQ,532998,LEHIL,B,Q,NOT_FOUND_ERROR
1033,INE597L01014,LOVABLE,EQ,533343,LOVABLE,B,Q,LOVABLE.NS
1034,INE197J01017,LPDC,BE,533012,LANDMRK PRO,T,Q,NOT_FOUND_ERROR
1035,INE093R01011,LSIL,BE,539992,LLOYDSTEEL,T,Q,LSIL.NS
1036,INE018A01030,LT,EQ,500510,LARSEN & TOU,A,Q,NOT_FOUND_ERROR
1037,INE214T01019,LTI,EQ,540005,LTI,A,Q,NOT_FOUND_ERROR
1038,INF917K01ZT2,LTMFEOF2R,MF,,,,,NOT_FOUND_ERROR
1039,INE010V01017,LTTS,EQ,540115,LTTS,A,Q,LTTS.NS
1040,INE162B01018,LUMAXIND,EQ,517206,LUMAX IND,B,Q,LUMAXIND.NS
1041,INE872H01027,LUMAXTECH,EQ,532796,LUMAX TECH,B,Q,LUMAXTECH.NS
1042,INE326A01037,LUPIN,EQ,500257,LUPIN LTD.,A,Q,NOT_FOUND_ERROR
1043,INE150G01020,LUXIND,EQ,539542,LUXIND,A,Q,LUXIND.NS
1044,INE576O01020,LXCHEM,EQ,543277,LXCHEM,B,Q,NOT_FOUND_ERROR
1045,INE933A01014,LYKALABS,BE,500259,LYKA LABS,T,Q,LYKALABS.NS
1046,INE142K01011,LYPSAGEMS,EQ,534532,LYPSA GEMS,B,Q,LYPSAGEMS.NS
1047,INE101A01026,M&M,EQ,500520,MAH & MAH,A,Q,NOT_FOUND_ERROR
1048,INE774D01024,M&MFIN,EQ,532720,M&M FINANSER,A,Q,NOT_FOUND_ERROR
1049,INE774D08LU6,M&MFIN,N1,,,,,NOT_FOUND_ERROR
1050,INF247L01023,M100,EQ,536960,M100,B,Q,NOT_FOUND_ERROR
1051,INF247L01536,M50,EQ,590115,M50 ETF,B,Q,NOT_FOUND_ERROR
1052,INE215I01019,MAANALU,EQ,532906,MAANALU,B,Q,NOT_FOUND_ERROR
1053,INE155Z01011,MACPOWER,BE,,,,,NOT_FOUND_ERROR
1054,INE925C01016,MADHAV,EQ,515093,MADHAV MARB.,B,Q,NOT_FOUND_ERROR
1055,INE378D01032,MADHUCON,BE,531497,MADHUCON PRJ,T,Q,MADHUCON.NS
1056,INE414A01015,MADRASFERT,BE,590134,MADRASFERT,T,Q,MADRASFERT.NS
1057,INF769K01GS9,MAESGETF,EQ,543246,MAESGETF,B,Q,NOT_FOUND_ERROR
1058,INE347W01011,MAGADSUGAR,EQ,540650,MAGADHSUGAR,B,Q,NOT_FOUND_ERROR
1059,INE511C01022,MAGMA,EQ,524000,MAGMA FIN,A,Q,MAGMA.NS
1060,INE387I01016,MAGNUM,BE,532896,MAGNUM VENT,T,Q,MAGNUM.NS
1061,INE457A01014,MAHABANK,EQ,532525,BANK MAHA,A,Q,NOT_FOUND_ERROR
1062,INE843B01013,MAHAPEXLTD,BE,523384,MAH.RAS.APEX,T,Q,NOT_FOUND_ERROR
1063,INE451L01014,MAHASTEEL,EQ,513554,MAHA STEEL,B,Q,MAHASTEEL.NS
1064,INE215D01010,MAHEPC,EQ,523754,MAHEPC,B,Q,NOT_FOUND_ERROR
1065,INE263W01010,MAHESHWARI,EQ,,,,,NOT_FOUND_ERROR
1066,INE961Y01015,MAHICKRA,SM,,,,,NOT_FOUND_ERROR
1067,INE536H01010,MAHINDCIE,EQ,532756,MAHINDCIE,A,Q,MAHINDCIE.NS
1068,INE813A01018,MAHLIFE,EQ,532313,MAHINDRALIFE,A,Q,MAHLIFE.NS
1069,INE766P01016,MAHLOG,EQ,540768,MAHLOG,A,Q,NOT_FOUND_ERROR
1070,INE288A01013,MAHSCOOTER,EQ,500266,MAH.SCOOTER,A,Q,MAHSCOOTER.NS
1071,INE271B01025,MAHSEAMLES,EQ,500265,MAH.SEAMLESS,A,Q,NOT_FOUND_ERROR
1072,INE683C01011,MAITHANALL,EQ,590078,MAITHAN ALL,B,Q,NOT_FOUND_ERROR
1073,INE898S01029,MAJESCO,BE,539289,MJCO,T,Q,NOT_FOUND_ERROR
1074,INE383H01017,MALUPAPER,EQ,532728,MALU PAPER,B,Q,MALUPAPER.NS
1075,INF769K01EG9,MAN50ETF,EQ,542131,MAN50ETF,B,Q,NOT_FOUND_ERROR
1076,INE859Q01017,MANAKALUCO,EQ,539045,MNKALCOLTD,B,Q,MANAKALUCO.NS
1077,INE830Q01018,MANAKCOAT,EQ,539046,MNKCMILTD,B,Q,MANAKCOAT.NS
1078,INE015D01022,MANAKSIA,EQ,532932,MANAKSIA LTD,B,Q,MANAKSIA.NS
1079,INE824Q01011,MANAKSTEEL,EQ,539044,MANAKSTELTD,B,Q,MANAKSTEEL.NS
1080,INE201A01024,MANALIPETC,EQ,500268,MANALI PETRO,B,Q,NOT_FOUND_ERROR
1081,INE522D01027,MANAPPURAM,EQ,531213,MANAP FIN,A,Q,MANAPPURAM.NS
1082,INE584F01014,MANGALAM,EQ,532637,MAN DRUGORG,B,Q,MANGALAM.NS
1083,INE558B01017,MANGCHEFER,EQ,530011,MANGLR.CHEM,B,Q,MANGCHEFER.NS
1084,INE347A01017,MANGLMCEM,EQ,502157,MANGALAM CEM,A,Q,NOT_FOUND_ERROR
1085,INE805B01012,MANGTIMBER,EQ,516007,MANGALAM TIM,B,Q,NOT_FOUND_ERROR
1086,INE993A01026,MANINDS,EQ,513269,MAN IND.(I),B,Q,NOT_FOUND_ERROR
1087,INE949H01023,MANINFRA,EQ,533169,MAN INFRA,B,Q,NOT_FOUND_ERROR
1088,INE867A01022,MANUGRAPH,EQ,505324,MANUGRAPH IN,B,Q,MANUGRAPH.NS
1089,INF769K01FN2,MANXT50,EQ,542922,MANXT50ETF,B,Q,NOT_FOUND_ERROR
1090,INE882A01013,MARALOVER,BE,521018,MARAL OVERS,T,Q,NOT_FOUND_ERROR
1091,INE182D01020,MARATHON,EQ,503101,MARATHON NEX,B,Q,MARATHON.NS
1092,INE196A01026,MARICO,EQ,531642,MARICOLTD,A,Q,NOT_FOUND_ERROR
1093,INE01JE01028,MARINE,EQ,,,,,NOT_FOUND_ERROR
1094,INE750C01026,MARKSANS,EQ,524404,MARKSANS,A,Q,MARKSANS.NS
1095,INE00SZ01018,MARSHALL,SM,,,,,NOT_FOUND_ERROR
1096,INE585B01010,MARUTI,EQ,532500,MARUTISUZUK,A,Q,MARUTI.NS
1097,INE348L01012,MASFIN,EQ,540749,MASFIN,A,Q,NOT_FOUND_ERROR
